user_id,total_hours,avg_hours,max_hours,unique_games,purchase_count,total_interactions,hours_per_game,purchase_ratio
4877411,280.8,16.51764705882353,238.0,12,12,17,23.400000000000002,0.7058823529411765
4897767,1.6,0.17777777777777778,1.6,8,8,9,0.2,0.8888888888888888
4986667,72.0,8.0,72.0,8,8,9,9.0,0.8888888888888888
5217749,10.8,0.8307692307692308,10.8,12,12,13,0.9,0.9230769230769231
5220782,80.2,4.01,39.0,16,16,20,5.0125,0.8
5232588,7.2,0.6545454545454545,6.5,8,8,11,0.9,0.7272727272727273
5270060,16.3,0.7086956521739131,12.2,18,18,23,0.9055555555555556,0.782608695652174
5307960,4.3,0.47777777777777775,4.3,8,8,9,0.5375,0.8888888888888888
5314150,0.0,0.0,0.0,7,7,7,0.0,1.0
5387470,2401.2,22.441121495327103,1055.0,72,72,107,33.349999999999994,0.6728971962616822
5600822,6.6,0.5076923076923077,6.6,12,12,13,0.5499999999999999,0.9230769230769231
5689496,9.9,0.7615384615384616,9.9,12,12,13,0.8250000000000001,0.9230769230769231
5759284,10.1,1.1222222222222222,10.1,8,8,9,1.2625,0.8888888888888888
5860071,126.5,5.75,75.0,15,15,22,8.433333333333334,0.6818181818181818
5949488,237.4,10.790909090909091,228.0,17,17,22,13.964705882352941,0.7727272727272727
5976642,122.5,6.805555555555555,55.0,13,13,18,9.423076923076923,0.7222222222222222
5990132,538.2,5.914285714285715,185.0,53,53,91,10.154716981132076,0.5824175824175825
6144819,507.7,10.802127659574468,212.0,33,33,47,15.384848484848485,0.7021276595744681
6216773,0.0,0.0,0.0,3,3,3,0.0,1.0
6252885,91.0,5.055555555555555,51.0,14,14,18,6.5,0.7777777777777778
6394150,0.0,0.0,0.0,3,3,3,0.0,1.0
6439568,363.4,21.376470588235293,251.0,11,11,17,33.03636363636363,0.6470588235294118
6656519,1.6,0.4,1.6,3,3,4,0.5333333333333333,0.75
6717871,339.1,1.9947058823529413,86.0,121,121,170,2.8024793388429754,0.711764705882353
6820462,9.3,0.775,7.0,9,9,12,1.0333333333333334,0.75
6928806,955.7,18.378846153846155,702.0,32,32,52,29.865625,0.6153846153846154
6979578,118.3,19.716666666666665,107.0,3,3,6,39.43333333333333,0.5
7015471,660.1,11.7875,328.0,39,39,56,16.925641025641028,0.6964285714285714
7020135,353.7,20.805882352941175,307.0,14,14,17,25.264285714285712,0.8235294117647058
7094039,1.6,0.26666666666666666,0.8,3,3,6,0.5333333333333333,0.5
7163917,64.2,2.3777777777777778,33.0,20,20,27,3.21,0.7407407407407407
7203603,1431.9,28.638,449.0,33,33,50,43.39090909090909,0.66
7249363,54.2,3.1882352941176473,38.0,11,11,17,4.927272727272728,0.6470588235294118
7273540,541.0,41.61538461538461,463.0,11,11,13,49.18181818181818,0.8461538461538461
7418489,330.4,19.435294117647057,213.0,12,12,17,27.53333333333333,0.7058823529411765
7431946,670.3,10.004477611940297,148.0,40,40,67,16.7575,0.5970149253731343
7440594,1207.7,9.899180327868853,288.0,81,81,122,14.909876543209878,0.6639344262295082
7507458,0.0,0.0,0.0,8,8,8,0.0,1.0
7519923,35.0,8.75,35.0,3,3,4,11.666666666666666,0.75
7527129,1.1,0.061111111111111116,1.1,17,17,18,0.06470588235294118,0.9444444444444444
7585698,0.5,0.045454545454545456,0.5,10,10,11,0.05,0.9090909090909091
7617325,0.0,0.0,0.0,8,8,8,0.0,1.0
7736384,671.0,61.0,478.0,9,9,11,74.55555555555556,0.8181818181818182
7757631,94.0,10.444444444444445,94.0,8,8,9,11.75,0.8888888888888888
7907686,682.7,3.969186046511628,175.0,117,117,172,5.835042735042736,0.6802325581395349
7923954,0.3,0.03333333333333333,0.3,8,8,9,0.0375,0.8888888888888888
7955670,3927.9,119.02727272727273,2060.0,21,21,33,187.04285714285714,0.6363636363636364
7987640,0.0,0.0,0.0,3,3,3,0.0,1.0
8013465,3.9,0.3,3.9,12,12,13,0.325,0.9230769230769231
8100868,10.2,1.1333333333333333,10.2,8,8,9,1.275,0.8888888888888888
8259307,126.1,0.8406666666666667,55.0,93,93,150,1.3559139784946237,0.62
8277694,1.3,0.325,1.3,3,3,4,0.43333333333333335,0.75
8311704,25.0,0.7142857142857143,13.6,26,26,35,0.9615384615384616,0.7428571428571429
8334557,0.2,0.014285714285714287,0.2,13,13,14,0.015384615384615385,0.9285714285714286
8415723,0.0,0.0,0.0,8,8,8,0.0,1.0
8542204,284.1,3.5962025316455697,129.0,44,44,79,6.456818181818182,0.5569620253164557
8567888,1.3,0.1,1.3,12,12,13,0.10833333333333334,0.9230769230769231
8585433,5856.6,13.250226244343892,1672.0,316,316,442,18.53354430379747,0.7149321266968326
8763960,621.9,77.7375,613.0,4,4,8,155.475,0.5
8776918,3508.8,38.55824175824176,729.0,60,60,91,58.480000000000004,0.6593406593406593
8784496,100.4,2.008,33.0,34,34,50,2.9529411764705884,0.68
8795607,314.0,4.617647058823529,119.0,48,48,68,6.541666666666667,0.7058823529411765
8817922,0.0,0.0,0.0,7,7,7,0.0,1.0
8865447,6.8999999999999995,0.6272727272727272,4.6,8,8,11,0.8624999999999999,0.7272727272727273
8949216,226.0,9.826086956521738,115.0,16,16,23,14.125,0.6956521739130435
8978697,0.0,0.0,0.0,8,8,8,0.0,1.0
9065641,0.7,0.06999999999999999,0.4,8,8,10,0.0875,0.8
9128105,2210.1,5.057437070938215,206.0,276,276,437,8.007608695652173,0.631578947368421
9134079,129.3,9.946153846153846,117.0,10,10,13,12.930000000000001,0.7692307692307693
9180659,1199.5,14.808641975308642,321.0,46,46,81,26.07608695652174,0.5679012345679012
9209946,46.1,2.0954545454545457,41.0,17,17,22,2.711764705882353,0.7727272727272727
9245216,123.0,3.727272727272727,86.0,25,25,33,4.92,0.7575757575757576
9365873,1.0,0.07142857142857142,0.3,10,10,14,0.1,0.7142857142857143
9439949,0.0,0.0,0.0,8,8,8,0.0,1.0
9544834,101.6,7.815384615384615,101.0,10,10,13,10.16,0.7692307692307693
9548378,0.0,0.0,0.0,3,3,3,0.0,1.0
9563573,391.5,5.29054054054054,132.0,50,50,74,7.83,0.6756756756756757
9740704,27.1,1.9357142857142857,23.0,11,11,14,2.463636363636364,0.7857142857142857
9759887,0.3,0.03333333333333333,0.3,8,8,9,0.0375,0.8888888888888888
9811609,0.0,0.0,0.0,8,8,8,0.0,1.0
9823354,2738.9,8.66740506329114,243.0,187,187,316,14.646524064171123,0.5917721518987342
9845449,62.7,1.6945945945945946,21.0,26,26,37,2.411538461538462,0.7027027027027027
9946133,1935.9,45.02093023255814,1229.0,26,26,43,74.45769230769231,0.6046511627906976
10064100,1.9,0.31666666666666665,1.7,4,4,6,0.475,0.6666666666666666
10095386,34.0,6.8,34.0,4,4,5,8.5,0.8
10144413,0.0,0.0,0.0,7,7,7,0.0,1.0
10144504,5.7,0.5181818181818182,5.0,8,8,11,0.7125,0.7272727272727273
10162301,407.9,6.686885245901639,41.0,38,38,61,10.734210526315788,0.6229508196721312
10181060,44.6,2.3473684210526318,27.0,11,11,19,4.054545454545455,0.5789473684210527
10216256,2.7,0.2076923076923077,2.7,12,12,13,0.225,0.9230769230769231
10218563,2022.1,16.574590163934424,568.0,82,82,122,24.659756097560976,0.6721311475409836
10253354,2610.4,7.251111111111111,272.0,228,228,360,11.449122807017543,0.6333333333333333
10262121,0.0,0.0,0.0,6,6,6,0.0,1.0
10267553,0.0,0.0,0.0,4,4,4,0.0,1.0
10302000,4849.5,73.47727272727273,2503.0,42,42,66,115.46428571428571,0.6363636363636364
10385370,169.4,7.058333333333334,59.0,17,17,24,9.964705882352941,0.7083333333333334
10450544,1511.5,7.872395833333333,817.0,118,118,192,12.809322033898304,0.6145833333333334
10478285,201.0,25.125,188.0,5,5,8,40.2,0.625
10515535,0.1,0.02,0.1,4,4,5,0.025,0.8
10595342,49.3,6.1625,46.0,4,4,8,12.325,0.5
10599862,11651.7,26.785517241379313,1061.0,257,257,435,45.33735408560312,0.5908045977011495
10608804,3.0,0.2,1.8,13,13,15,0.23076923076923078,0.8666666666666667
10714039,17.5,3.5,17.5,4,4,5,4.375,0.8
10809782,0.8,0.16,0.8,4,4,5,0.2,0.8
10810391,0.0,0.0,0.0,6,6,6,0.0,1.0
10854426,0.7,0.09999999999999999,0.7,6,6,7,0.11666666666666665,0.8571428571428571
10856494,2622.7,218.5583333333333,1423.0,7,7,12,374.6714285714285,0.5833333333333334
10868970,2.9,0.58,2.9,4,4,5,0.725,0.8
10869571,23.4,1.5599999999999998,23.0,13,13,15,1.7999999999999998,0.8666666666666667
10934310,4.2,0.525,1.8,4,4,8,1.05,0.5
10964000,29.0,5.8,29.0,4,4,5,7.25,0.8
11024186,537.5,20.673076923076923,277.0,15,15,26,35.833333333333336,0.5769230769230769
11080937,0.0,0.0,0.0,4,4,4,0.0,1.0
11149819,2816.7,7.024189526184538,585.0,287,287,401,9.814285714285713,0.71571072319202
11151885,1.8,0.13846153846153847,1.8,12,12,13,0.15,0.9230769230769231
11161178,2898.4,11.501587301587302,918.0,169,169,252,17.150295857988166,0.6706349206349206
11200326,0.0,0.0,0.0,4,4,4,0.0,1.0
11207650,623.7,7.514457831325302,289.0,52,52,83,11.99423076923077,0.6265060240963856
11300897,191.0,4.658536585365853,78.0,26,26,41,7.346153846153846,0.6341463414634146
11373749,3943.2,5.983611532625189,762.0,455,455,659,8.666373626373627,0.6904400606980273
11403772,6009.9,6.662860310421285,2443.0,588,588,902,10.220918367346938,0.6518847006651884
11408688,0.0,0.0,0.0,4,4,4,0.0,1.0
11414203,1.0,0.14285714285714285,0.7,4,4,7,0.25,0.5714285714285714
11504910,0.0,0.0,0.0,4,4,4,0.0,1.0
11613587,0.0,0.0,0.0,7,7,7,0.0,1.0
11650340,0.0,0.0,0.0,4,4,4,0.0,1.0
11713535,23.0,2.5555555555555554,23.0,8,8,9,2.875,0.8888888888888888
11718802,87.0,10.875,87.0,7,7,8,12.428571428571429,0.875
11731710,3980.0,24.567901234567902,1243.0,105,105,162,37.904761904761905,0.6481481481481481
11794760,1756.2,5.720521172638437,839.0,209,209,307,8.40287081339713,0.6807817589576547
11807754,1278.8,32.78974358974359,576.0,22,22,39,58.127272727272725,0.5641025641025641
11813637,2799.1,29.777659574468085,2341.0,57,57,94,49.10701754385965,0.6063829787234043
11940338,807.9,4.9262195121951216,131.0,100,100,164,8.079,0.6097560975609756
11952990,1425.7,11.225984251968505,289.0,80,80,127,17.82125,0.6299212598425197
11970504,920.2,6.572857142857143,68.0,84,84,140,10.954761904761906,0.6
11973378,0.8,0.16,0.8,4,4,5,0.2,0.8
11978743,616.5,2.5475206611570247,170.0,196,196,242,3.145408163265306,0.8099173553719008
12034137,0.0,0.0,0.0,4,4,4,0.0,1.0
12070928,34.0,4.25,34.0,7,7,8,4.857142857142857,0.875
12130111,803.3,12.956451612903225,219.0,39,39,62,20.597435897435897,0.6290322580645161
12144171,1452.5,8.697604790419161,316.0,101,101,167,14.381188118811881,0.6047904191616766
12169570,108.0,21.6,108.0,4,4,5,27.0,0.8
12195913,2834.2,83.35882352941177,2710.0,21,21,34,134.96190476190475,0.6176470588235294
12259303,217.1,4.430612244897959,127.0,27,27,49,8.040740740740741,0.5510204081632653
12312878,0.4,0.08,0.4,4,4,5,0.1,0.8
12423315,22.700000000000003,2.063636363636364,16.6,7,7,11,3.2428571428571433,0.6363636363636364
12529679,53.6,2.977777777777778,43.0,12,12,18,4.466666666666667,0.6666666666666666
12563913,0.2,0.022222222222222223,0.2,8,8,9,0.025,0.8888888888888888
12583476,0.3,0.06,0.3,4,4,5,0.075,0.8
12610800,2609.1,5.759602649006622,329.0,288,288,453,9.059375,0.6357615894039735
12660489,6074.1,337.45000000000005,5970.0,13,13,18,467.2384615384616,0.7222222222222222
12673872,0.4,0.03076923076923077,0.4,12,12,13,0.03333333333333333,0.9230769230769231
12760368,1180.9,16.176712328767124,471.0,47,47,73,25.125531914893617,0.6438356164383562
12774878,320.2,13.341666666666667,302.0,21,21,24,15.247619047619047,0.875
12858799,0.5,0.1,0.5,4,4,5,0.125,0.8
12860805,1499.6,48.37419354838709,539.0,17,17,31,88.21176470588235,0.5483870967741935
12897088,0.4,0.08,0.4,4,4,5,0.1,0.8
12985315,240.1,13.338888888888889,226.0,9,9,18,26.677777777777777,0.5
13190476,3049.8,11.379850746268657,629.0,159,159,268,19.181132075471698,0.5932835820895522
13227098,0.6,0.06,0.6,9,9,10,0.06666666666666667,0.9
13227113,20.5,4.1,17.9,3,3,5,6.833333333333333,0.6
13336286,18.7,3.1166666666666667,11.6,4,4,6,4.675,0.6666666666666666
13542867,1.5,0.375,1.5,3,3,4,0.5,0.75
13556140,209.0,9.5,95.0,18,18,22,11.61111111111111,0.8181818181818182
13565651,1428.0,5.010526315789473,207.0,183,183,285,7.80327868852459,0.6421052631578947
13614852,1.1,0.22000000000000003,1.1,4,4,5,0.275,0.8
13646256,39.6,1.98,12.4,12,12,20,3.3000000000000003,0.6
13669241,0.0,0.0,0.0,4,4,4,0.0,1.0
13802025,13.8,1.3800000000000001,13.3,8,8,10,1.725,0.8
13863290,476.2,79.36666666666666,473.0,4,4,6,119.05,0.6666666666666666
13873032,197.0,39.4,197.0,4,4,5,49.25,0.8
14095190,0.0,0.0,0.0,3,3,3,0.0,1.0
14098833,20.0,2.2222222222222223,14.7,7,7,9,2.857142857142857,0.7777777777777778
14126086,3202.7,20.142767295597483,723.0,124,124,159,25.828225806451613,0.779874213836478
14153959,36.7,3.3363636363636364,16.1,6,6,11,6.116666666666667,0.5454545454545454
14165501,9.3,0.8454545454545456,7.7,9,9,11,1.0333333333333334,0.8181818181818182
14216099,1678.2,83.91,1450.0,15,15,20,111.88000000000001,0.75
14256995,0.0,0.0,0.0,10,10,10,0.0,1.0
14258248,30.700000000000003,2.790909090909091,16.0,8,8,11,3.8375000000000004,0.7272727272727273
14416572,0.0,0.0,0.0,3,3,3,0.0,1.0
14417857,1543.1,30.256862745098037,1157.0,30,30,51,51.43666666666666,0.5882352941176471
14421986,0.0,0.0,0.0,8,8,8,0.0,1.0
14433556,0.0,0.0,0.0,4,4,4,0.0,1.0
14465359,4405.5,10.317330210772834,902.0,301,301,427,14.636212624584717,0.7049180327868853
14477878,0.6,0.06666666666666667,0.6,8,8,9,0.075,0.8888888888888888
14507290,568.5,33.44117647058823,310.0,11,11,17,51.68181818181818,0.6470588235294118
14544587,8137.1,51.17672955974843,1616.0,102,102,159,79.77549019607844,0.6415094339622641
14551726,26.4,1.552941176470588,16.7,11,11,17,2.4,0.6470588235294118
14671378,729.0,15.51063829787234,348.0,27,27,47,27.0,0.574468085106383
14702137,270.2,14.221052631578948,240.0,16,16,19,16.8875,0.8421052631578947
14706578,0.0,0.0,0.0,7,7,7,0.0,1.0
14711056,4.6,0.9199999999999999,4.6,4,4,5,1.15,0.8
14717252,10.4,1.3,7.9,5,5,8,2.08,0.625
14758912,85.0,21.25,85.0,3,3,4,28.333333333333332,0.75
14906179,875.6,23.664864864864864,714.0,19,19,37,46.08421052631579,0.5135135135135135
14962163,1547.9,11.816030534351146,389.0,91,91,131,17.00989010989011,0.6946564885496184
15084368,0.0,0.0,0.0,3,3,3,0.0,1.0
15095770,2.2,0.1,0.6,17,17,22,0.12941176470588237,0.7727272727272727
15196746,1916.2,11.474251497005989,178.0,94,94,167,20.385106382978723,0.562874251497006
15221799,2292.4,34.733333333333334,1857.0,42,42,66,54.58095238095238,0.6363636363636364
15305418,788.1,9.382142857142858,229.0,55,55,84,14.32909090909091,0.6547619047619048
15382030,18.8,3.7600000000000002,18.8,4,4,5,4.7,0.8
15415372,5331.7,130.04146341463414,1400.0,23,23,41,231.81304347826085,0.5609756097560976
15432026,0.0,0.0,0.0,4,4,4,0.0,1.0
15474494,0.1,0.014285714285714287,0.1,6,6,7,0.016666666666666666,0.8571428571428571
15495423,0.4,0.2,0.4,1,1,2,0.4,0.5
15503746,0.0,0.0,0.0,7,7,7,0.0,1.0
15546726,0.3,0.15,0.3,1,1,2,0.3,0.5
15564408,18.0,1.8,10.9,7,7,10,2.5714285714285716,0.7
15576531,77.0,7.0,77.0,10,10,11,7.7,0.9090909090909091
15680561,13.0,1.3,11.2,7,7,10,1.8571428571428572,0.7
15701750,50.5,2.6578947368421053,46.0,13,13,19,3.8846153846153846,0.6842105263157895
15702351,19.3,1.20625,9.8,12,12,16,1.6083333333333334,0.75
15824958,0.0,0.0,0.0,3,3,3,0.0,1.0
15841586,0.0,0.0,0.0,4,4,4,0.0,1.0
15841597,780.1,24.378125,592.0,20,20,32,39.005,0.625
15878832,1.8,0.18,1.8,9,9,10,0.2,0.9
15902605,0.0,0.0,0.0,4,4,4,0.0,1.0
15927737,29.0,5.8,29.0,4,4,5,7.25,0.8
15951451,1.9,0.475,1.9,3,3,4,0.6333333333333333,0.75
16080105,2591.4,143.96666666666667,2571.0,15,15,18,172.76000000000002,0.8333333333333334
16081636,477.4,9.007547169811321,121.0,28,28,53,17.05,0.5283018867924528
16084897,2215.3,11.598429319371728,676.0,144,144,191,15.38402777777778,0.7539267015706806
16154372,747.4,4.821935483870967,409.0,119,119,155,6.280672268907563,0.7677419354838709
16167221,1017.0,17.842105263157894,722.0,32,32,57,31.78125,0.5614035087719298
16231773,1811.9,86.28095238095239,802.0,13,13,21,139.37692307692308,0.6190476190476191
16261218,0.0,0.0,0.0,4,4,4,0.0,1.0
16285568,0.0,0.0,0.0,4,4,4,0.0,1.0
16421440,1.0,0.25,1.0,3,3,4,0.3333333333333333,0.75
16574348,25.6,1.9692307692307693,11.9,7,7,13,3.6571428571428575,0.5384615384615384
16645459,527.5,1.7642140468227425,64.0,244,244,299,2.1618852459016393,0.8160535117056856
16710264,55.5,5.045454545454546,26.0,6,6,11,9.25,0.5454545454545454
16717658,0.0,0.0,0.0,3,3,3,0.0,1.0
16720641,74.0,9.25,74.0,7,7,8,10.571428571428571,0.875
16821928,0.0,0.0,0.0,5,5,5,0.0,1.0
16919977,0.3,0.06,0.3,4,4,5,0.075,0.8
16990576,0.2,0.04,0.2,4,4,5,0.05,0.8
17017968,7108.5,215.4090909090909,3503.0,18,18,33,394.9166666666667,0.5454545454545454
17135392,0.0,0.0,0.0,4,4,4,0.0,1.0
17284266,33.1,1.7421052631578948,19.0,16,16,19,2.06875,0.8421052631578947
17299575,16.1,1.788888888888889,16.1,8,8,9,2.0125,0.8888888888888888
17352311,1.5,0.15,1.4,8,8,10,0.1875,0.8
17414305,832.8,18.104347826086954,259.0,30,30,46,27.759999999999998,0.6521739130434783
17432212,0.6,0.06666666666666667,0.6,8,8,9,0.075,0.8888888888888888
17495098,1396.3,14.104040404040404,323.0,64,64,99,21.8171875,0.6464646464646465
17497581,829.1,15.353703703703705,304.0,34,34,54,24.38529411764706,0.6296296296296297
17530772,2845.6,5.546978557504873,192.0,304,304,513,9.360526315789473,0.5925925925925926
17531316,0.0,0.0,0.0,6,6,6,0.0,1.0
17556127,0.4,0.1,0.4,3,3,4,0.13333333333333333,0.75
17567828,3200.9,13.67905982905983,680.0,144,144,234,22.228472222222223,0.6153846153846154
17649444,4001.9,57.17,908.0,47,47,70,85.1468085106383,0.6714285714285714
17821133,5.5,1.1,5.5,4,4,5,1.375,0.8
17878330,0.2,0.022222222222222223,0.2,8,8,9,0.025,0.8888888888888888
17894253,5.1000000000000005,1.02,4.9,3,3,5,1.7000000000000002,0.6
17947811,0.0,0.0,0.0,4,4,4,0.0,1.0
17995238,5808.8,22.25593869731801,1571.0,149,149,261,38.98523489932886,0.5708812260536399
18036199,341.9,9.768571428571429,269.0,26,26,35,13.149999999999999,0.7428571428571429
18066817,100.9,3.153125,58.0,23,23,32,4.386956521739131,0.71875
18074031,357.5,14.3,237.0,17,17,25,21.029411764705884,0.68
18109027,41.5,2.075,21.0,14,14,20,2.9642857142857144,0.7
18149166,1199.7,37.490625,989.0,21,21,32,57.12857142857143,0.65625
18263482,18.8,1.4461538461538461,11.7,10,10,13,1.8800000000000001,0.7692307692307693
18319108,0.1,0.014285714285714287,0.1,6,6,7,0.016666666666666666,0.8571428571428571
18500119,870.6,33.48461538461539,488.0,17,17,26,51.21176470588235,0.6538461538461539
18604016,446.9,34.37692307692308,249.0,8,8,13,55.8625,0.6153846153846154
18607065,0.0,0.0,0.0,2,2,2,0.0,1.0
18611287,0.0,0.0,0.0,3,3,3,0.0,1.0
18675025,0.0,0.0,0.0,4,4,4,0.0,1.0
18697313,1.2,0.13333333333333333,1.2,8,8,9,0.15,0.8888888888888888
18869916,2.2,0.31428571428571433,2.2,6,6,7,0.3666666666666667,0.8571428571428571
