user_id,total_hours,avg_hours,max_hours,unique_games,purchase_count,total_interactions,hours_per_game,purchase_ratio,cluster
1612666,167.1,3.713333333333334,28.0,28,28,45,5.9678571428571425,0.6222222222222222,0
1665511,0.0,0.0,0.0,8,8,8,0.0,1.0,1
1699101,0.5,0.0555555555555555,0.5,8,8,9,0.0625,0.8888888888888888,1
1713646,0.7,0.0538461538461538,0.7,12,12,13,0.0583333333333333,0.9230769230769232,1
1834453,197.0,14.071428571428571,175.0,12,12,14,16.416666666666668,0.8571428571428571,1
1851828,0.0,0.0,0.0,10,10,10,0.0,1.0,1
1936551,826.3,3.4864978902953583,53.0,151,151,237,5.4721854304635755,0.6371308016877637,2
1950243,505.4,4.176859504132231,71.0,77,77,121,6.5636363636363635,0.6363636363636364,0
1971801,0.0,0.0,0.0,10,10,10,0.0,1.0,1
2039434,79.3,4.173684210526315,69.0,16,16,19,4.95625,0.8421052631578947,1
2083767,469.4,5.047311827956989,196.0,61,61,93,7.695081967213114,0.6559139784946236,0
2087859,0.0,0.0,0.0,14,14,14,0.0,1.0,1
2110581,292.5,4.642857142857143,140.0,35,35,63,8.357142857142858,0.5555555555555556,0
2184507,6.2,0.4133333333333333,5.2,12,12,15,0.5166666666666667,0.8,1
2259650,2067.4,6.7342019543973946,557.0,196,196,307,10.54795918367347,0.6384364820846905,2
2382003,0.0,0.0,0.0,8,8,8,0.0,1.0,1
2428602,474.4,27.905882352941177,473.0,15,15,17,31.626666666666665,0.8823529411764706,1
2531540,84.6,2.3499999999999996,72.0,29,29,36,2.9172413793103447,0.8055555555555556,1
2613043,0.2,0.0222222222222222,0.2,8,8,9,0.025,0.8888888888888888,1
2643609,769.5,9.865384615384617,286.0,49,49,78,15.70408163265306,0.6282051282051282,0
2753525,1238.6,7.201162790697674,176.0,115,115,172,10.770434782608694,0.6686046511627907,2
3001740,0.0,0.0,0.0,10,10,10,0.0,1.0,1
3054990,60.0,6.666666666666667,60.0,8,8,9,7.5,0.8888888888888888,1
3238976,5.5,0.6111111111111112,5.5,8,8,9,0.6875,0.8888888888888888,1
3244702,68.5,4.566666666666666,63.0,12,12,15,5.708333333333333,0.8,1
3249166,23.0,2.5555555555555554,23.0,8,8,9,2.875,0.8888888888888888,1
3347312,0.8,0.0888888888888888,0.8,8,8,9,0.1,0.8888888888888888,1
3372923,0.0,0.0,0.0,10,10,10,0.0,1.0,1
3449240,2038.8,13.153548387096771,618.0,98,98,155,20.804081632653062,0.632258064516129,2
3450426,2.7,0.2076923076923077,2.0,8,8,13,0.3375,0.6153846153846154,0
3498717,0.2,0.0153846153846153,0.2,12,12,13,0.0166666666666666,0.9230769230769232,1
3527485,529.9,13.944736842105264,455.0,23,23,38,23.039130434782606,0.6052631578947368,0
3614782,0.0,0.0,0.0,14,14,14,0.0,1.0,1
3663009,0.9,0.0692307692307692,0.9,12,12,13,0.075,0.9230769230769232,1
3674653,772.0,85.77777777777777,772.0,8,8,9,96.5,0.8888888888888888,1
3747293,8.1,0.6230769230769231,8.1,12,12,13,0.6749999999999999,0.9230769230769232,1
3783783,1460.9,31.758695652173916,882.0,27,27,46,54.10740740740741,0.5869565217391305,0
3897969,0.2,0.0222222222222222,0.2,8,8,9,0.025,0.8888888888888888,1
3974133,0.0,0.0,0.0,8,8,8,0.0,1.0,1
3979930,395.6,8.990909090909092,145.0,27,27,44,14.651851851851852,0.6136363636363636,0
4064412,1394.7,92.98,1312.0,11,11,15,126.7909090909091,0.7333333333333333,0
4156158,9.7,1.0777777777777775,9.7,8,8,9,1.2125,0.8888888888888888,1
4318904,0.0,0.0,0.0,8,8,8,0.0,1.0,1
4325465,0.6,0.0666666666666666,0.6,8,8,9,0.075,0.8888888888888888,1
4485779,1697.0,188.55555555555551,1697.0,8,8,9,212.125,0.8888888888888888,1
4595423,22.7,0.6305555555555555,11.8,27,27,36,0.8407407407407407,0.75,1
4603800,1.6,0.1454545454545454,1.6,10,10,11,0.16,0.9090909090909092,1
4677023,2.8,0.3111111111111111,2.8,8,8,9,0.35,0.8888888888888888,1
4812175,4.4,0.44,4.2,8,8,10,0.55,0.8,1
4824107,579.5,12.877777777777778,273.0,31,31,45,18.693548387096776,0.6888888888888889,0
4834220,2070.6,42.25714285714285,474.0,33,33,49,62.74545454545454,0.673469387755102,0
4877411,280.8,16.51764705882353,238.0,12,12,17,23.4,0.7058823529411765,0
4897767,1.6,0.1777777777777777,1.6,8,8,9,0.2,0.8888888888888888,1
4986667,72.0,8.0,72.0,8,8,9,9.0,0.8888888888888888,1
5217749,10.8,0.8307692307692308,10.8,12,12,13,0.9,0.9230769230769232,1
5220782,80.2,4.01,39.0,16,16,20,5.0125,0.8,1
5232588,7.2,0.6545454545454545,6.5,8,8,11,0.9,0.7272727272727273,1
5270060,16.3,0.7086956521739131,12.2,18,18,23,0.9055555555555556,0.782608695652174,1
5307960,4.3,0.4777777777777777,4.3,8,8,9,0.5375,0.8888888888888888,1
5314150,0.0,0.0,0.0,7,7,7,0.0,1.0,1
5387470,2401.2,22.441121495327103,1055.0,72,72,107,33.349999999999994,0.6728971962616822,0
5600822,6.6,0.5076923076923077,6.6,12,12,13,0.5499999999999999,0.9230769230769232,1
5689496,9.9,0.7615384615384616,9.9,12,12,13,0.8250000000000001,0.9230769230769232,1
5759284,10.1,1.1222222222222222,10.1,8,8,9,1.2625,0.8888888888888888,1
5860071,126.5,5.75,75.0,15,15,22,8.433333333333334,0.6818181818181818,0
5949488,237.4,10.790909090909093,228.0,17,17,22,13.96470588235294,0.7727272727272727,1
5976642,122.5,6.805555555555555,55.0,13,13,18,9.423076923076923,0.7222222222222222,1
5990132,538.2,5.914285714285715,185.0,53,53,91,10.154716981132076,0.5824175824175825,0
6144819,507.7,10.802127659574468,212.0,33,33,47,15.384848484848485,0.7021276595744681,0
6216773,0.0,0.0,0.0,3,3,3,0.0,1.0,1
6252885,91.0,5.055555555555555,51.0,14,14,18,6.5,0.7777777777777778,1
6394150,0.0,0.0,0.0,3,3,3,0.0,1.0,1
6439568,363.4,21.376470588235293,251.0,11,11,17,33.03636363636363,0.6470588235294118,0
6656519,1.6,0.4,1.6,3,3,4,0.5333333333333333,0.75,1
6717871,339.1,1.994705882352941,86.0,121,121,170,2.8024793388429754,0.711764705882353,2
6820462,9.3,0.775,7.0,9,9,12,1.0333333333333334,0.75,1
6928806,955.7,18.378846153846155,702.0,32,32,52,29.865625,0.6153846153846154,0
6979578,118.3,19.716666666666665,107.0,3,3,6,39.43333333333333,0.5,0
7015471,660.1,11.7875,328.0,39,39,56,16.925641025641028,0.6964285714285714,0
7020135,353.7,20.805882352941175,307.0,14,14,17,25.264285714285712,0.8235294117647058,1
7094039,1.6,0.2666666666666666,0.8,3,3,6,0.5333333333333333,0.5,0
7163917,64.2,2.3777777777777778,33.0,20,20,27,3.21,0.7407407407407407,1
7203603,1431.9,28.638,449.0,33,33,50,43.39090909090909,0.66,0
7249363,54.2,3.1882352941176473,38.0,11,11,17,4.927272727272728,0.6470588235294118,0
7273540,541.0,41.61538461538461,463.0,11,11,13,49.18181818181818,0.8461538461538461,1
7418489,330.4,19.435294117647057,213.0,12,12,17,27.53333333333333,0.7058823529411765,0
7431946,670.3,10.004477611940295,148.0,40,40,67,16.7575,0.5970149253731343,0
7440594,1207.7,9.899180327868851,288.0,81,81,122,14.909876543209878,0.6639344262295082,0
7507458,0.0,0.0,0.0,8,8,8,0.0,1.0,1
7519923,35.0,8.75,35.0,3,3,4,11.666666666666666,0.75,1
7527129,1.1,0.0611111111111111,1.1,17,17,18,0.0647058823529411,0.9444444444444444,1
7585698,0.5,0.0454545454545454,0.5,10,10,11,0.05,0.9090909090909092,1
7617325,0.0,0.0,0.0,8,8,8,0.0,1.0,1
7736384,671.0,61.0,478.0,9,9,11,74.55555555555556,0.8181818181818182,1
7757631,94.0,10.444444444444445,94.0,8,8,9,11.75,0.8888888888888888,1
7907686,682.7,3.969186046511628,175.0,117,117,172,5.835042735042736,0.6802325581395349,2
7923954,0.3,0.0333333333333333,0.3,8,8,9,0.0375,0.8888888888888888,1
7955670,3927.9,119.02727272727272,2060.0,21,21,33,187.04285714285712,0.6363636363636364,3
7987640,0.0,0.0,0.0,3,3,3,0.0,1.0,1
8013465,3.9,0.3,3.9,12,12,13,0.325,0.9230769230769232,1
8100868,10.2,1.1333333333333333,10.2,8,8,9,1.275,0.8888888888888888,1
8259307,126.1,0.8406666666666667,55.0,93,93,150,1.3559139784946237,0.62,0
8277694,1.3,0.325,1.3,3,3,4,0.4333333333333333,0.75,1
8311704,25.0,0.7142857142857143,13.6,26,26,35,0.9615384615384616,0.7428571428571429,1
8334557,0.2,0.0142857142857142,0.2,13,13,14,0.0153846153846153,0.9285714285714286,1
8415723,0.0,0.0,0.0,8,8,8,0.0,1.0,1
8542204,284.1,3.5962025316455697,129.0,44,44,79,6.456818181818182,0.5569620253164557,0
8567888,1.3,0.1,1.3,12,12,13,0.1083333333333333,0.9230769230769232,1
8585433,5856.6,13.250226244343892,1672.0,316,316,442,18.53354430379747,0.7149321266968326,2
8763960,621.9,77.7375,613.0,4,4,8,155.475,0.5,0
8776918,3508.8,38.55824175824176,729.0,60,60,91,58.48,0.6593406593406593,0
8784496,100.4,2.008,33.0,34,34,50,2.9529411764705884,0.68,0
8795607,314.0,4.617647058823529,119.0,48,48,68,6.541666666666667,0.7058823529411765,0
8817922,0.0,0.0,0.0,7,7,7,0.0,1.0,1
8865447,6.8999999999999995,0.6272727272727272,4.6,8,8,11,0.8624999999999999,0.7272727272727273,1
8949216,226.0,9.826086956521738,115.0,16,16,23,14.125,0.6956521739130435,0
8978697,0.0,0.0,0.0,8,8,8,0.0,1.0,1
9065641,0.7,0.0699999999999999,0.4,8,8,10,0.0875,0.8,1
9128105,2210.1,5.057437070938215,206.0,276,276,437,8.007608695652173,0.631578947368421,2
9134079,129.3,9.946153846153846,117.0,10,10,13,12.93,0.7692307692307693,1
9180659,1199.5,14.808641975308642,321.0,46,46,81,26.07608695652174,0.5679012345679012,0
9209946,46.1,2.0954545454545457,41.0,17,17,22,2.711764705882353,0.7727272727272727,1
9245216,123.0,3.727272727272727,86.0,25,25,33,4.92,0.7575757575757576,1
9365873,1.0,0.0714285714285714,0.3,10,10,14,0.1,0.7142857142857143,1
9439949,0.0,0.0,0.0,8,8,8,0.0,1.0,1
9544834,101.6,7.815384615384615,101.0,10,10,13,10.16,0.7692307692307693,1
9548378,0.0,0.0,0.0,3,3,3,0.0,1.0,1
9563573,391.5,5.29054054054054,132.0,50,50,74,7.83,0.6756756756756757,0
9740704,27.1,1.9357142857142855,23.0,11,11,14,2.463636363636364,0.7857142857142857,1
9759887,0.3,0.0333333333333333,0.3,8,8,9,0.0375,0.8888888888888888,1
9811609,0.0,0.0,0.0,8,8,8,0.0,1.0,1
9823354,2738.9,8.66740506329114,243.0,187,187,316,14.646524064171125,0.5917721518987342,2
9845449,62.7,1.6945945945945946,21.0,26,26,37,2.411538461538462,0.7027027027027027,0
9946133,1935.9,45.02093023255814,1229.0,26,26,43,74.45769230769231,0.6046511627906976,0
10064100,1.9,0.3166666666666666,1.7,4,4,6,0.475,0.6666666666666666,0
10095386,34.0,6.8,34.0,4,4,5,8.5,0.8,1
10144413,0.0,0.0,0.0,7,7,7,0.0,1.0,1
10144504,5.7,0.5181818181818182,5.0,8,8,11,0.7125,0.7272727272727273,1
10162301,407.9,6.686885245901639,41.0,38,38,61,10.734210526315788,0.6229508196721312,0
10181060,44.6,2.347368421052632,27.0,11,11,19,4.054545454545455,0.5789473684210527,0
10216256,2.7,0.2076923076923077,2.7,12,12,13,0.225,0.9230769230769232,1
10218563,2022.1,16.574590163934424,568.0,82,82,122,24.659756097560976,0.6721311475409836,0
10253354,2610.4,7.251111111111111,272.0,228,228,360,11.449122807017543,0.6333333333333333,2
10262121,0.0,0.0,0.0,6,6,6,0.0,1.0,1
10267553,0.0,0.0,0.0,4,4,4,0.0,1.0,1
10302000,4849.5,73.47727272727273,2503.0,42,42,66,115.46428571428572,0.6363636363636364,3
10385370,169.4,7.058333333333334,59.0,17,17,24,9.96470588235294,0.7083333333333334,0
10450544,1511.5,7.872395833333333,817.0,118,118,192,12.809322033898304,0.6145833333333334,2
10478285,201.0,25.125,188.0,5,5,8,40.2,0.625,0
10515535,0.1,0.02,0.1,4,4,5,0.025,0.8,1
10595342,49.3,6.1625,46.0,4,4,8,12.325,0.5,0
10599862,11651.7,26.785517241379313,1061.0,257,257,435,45.33735408560312,0.5908045977011495,2
10608804,3.0,0.2,1.8,13,13,15,0.2307692307692307,0.8666666666666667,1
10714039,17.5,3.5,17.5,4,4,5,4.375,0.8,1
10809782,0.8,0.16,0.8,4,4,5,0.2,0.8,1
10810391,0.0,0.0,0.0,6,6,6,0.0,1.0,1
10854426,0.7,0.0999999999999999,0.7,6,6,7,0.1166666666666666,0.8571428571428571,1
10856494,2622.7,218.5583333333333,1423.0,7,7,12,374.6714285714285,0.5833333333333334,3
10868970,2.9,0.58,2.9,4,4,5,0.725,0.8,1
10869571,23.4,1.5599999999999998,23.0,13,13,15,1.7999999999999998,0.8666666666666667,1
10934310,4.2,0.525,1.8,4,4,8,1.05,0.5,0
10964000,29.0,5.8,29.0,4,4,5,7.25,0.8,1
11024186,537.5,20.673076923076923,277.0,15,15,26,35.833333333333336,0.5769230769230769,0
11080937,0.0,0.0,0.0,4,4,4,0.0,1.0,1
11149819,2816.7,7.024189526184538,585.0,287,287,401,9.814285714285711,0.71571072319202,2
11151885,1.8,0.1384615384615384,1.8,12,12,13,0.15,0.9230769230769232,1
11161178,2898.4,11.501587301587302,918.0,169,169,252,17.150295857988166,0.6706349206349206,2
11200326,0.0,0.0,0.0,4,4,4,0.0,1.0,1
11207650,623.7,7.514457831325302,289.0,52,52,83,11.99423076923077,0.6265060240963856,0
11300897,191.0,4.658536585365853,78.0,26,26,41,7.346153846153846,0.6341463414634146,0
11373749,3943.2,5.983611532625189,762.0,455,455,659,8.666373626373627,0.6904400606980273,2
11403772,6009.9,6.662860310421285,2443.0,588,588,902,10.220918367346938,0.6518847006651884,2
11408688,0.0,0.0,0.0,4,4,4,0.0,1.0,1
11414203,1.0,0.1428571428571428,0.7,4,4,7,0.25,0.5714285714285714,0
11504910,0.0,0.0,0.0,4,4,4,0.0,1.0,1
11613587,0.0,0.0,0.0,7,7,7,0.0,1.0,1
11650340,0.0,0.0,0.0,4,4,4,0.0,1.0,1
11713535,23.0,2.5555555555555554,23.0,8,8,9,2.875,0.8888888888888888,1
11718802,87.0,10.875,87.0,7,7,8,12.428571428571429,0.875,1
11731710,3980.0,24.567901234567906,1243.0,105,105,162,37.904761904761905,0.6481481481481481,2
11794760,1756.2,5.720521172638437,839.0,209,209,307,8.40287081339713,0.6807817589576547,2
11807754,1278.8,32.78974358974359,576.0,22,22,39,58.127272727272725,0.5641025641025641,0
11813637,2799.1,29.777659574468085,2341.0,57,57,94,49.10701754385965,0.6063829787234043,3
11940338,807.9,4.9262195121951216,131.0,100,100,164,8.079,0.6097560975609756,0
11952990,1425.7,11.225984251968503,289.0,80,80,127,17.82125,0.6299212598425197,0
11970504,920.2,6.572857142857143,68.0,84,84,140,10.954761904761906,0.6,0
11973378,0.8,0.16,0.8,4,4,5,0.2,0.8,1
11978743,616.5,2.5475206611570247,170.0,196,196,242,3.145408163265306,0.8099173553719008,2
12034137,0.0,0.0,0.0,4,4,4,0.0,1.0,1
12070928,34.0,4.25,34.0,7,7,8,4.857142857142857,0.875,1
12130111,803.3,12.956451612903225,219.0,39,39,62,20.597435897435897,0.6290322580645161,0
12144171,1452.5,8.697604790419161,316.0,101,101,167,14.38118811881188,0.6047904191616766,2
12169570,108.0,21.6,108.0,4,4,5,27.0,0.8,1
12195913,2834.2,83.35882352941177,2710.0,21,21,34,134.96190476190475,0.6176470588235294,3
12259303,217.1,4.430612244897959,127.0,27,27,49,8.040740740740741,0.5510204081632653,0
12312878,0.4,0.08,0.4,4,4,5,0.1,0.8,1
12423315,22.700000000000003,2.063636363636364,16.6,7,7,11,3.2428571428571433,0.6363636363636364,0
12529679,53.6,2.977777777777778,43.0,12,12,18,4.466666666666667,0.6666666666666666,0
12563913,0.2,0.0222222222222222,0.2,8,8,9,0.025,0.8888888888888888,1
12583476,0.3,0.06,0.3,4,4,5,0.075,0.8,1
12610800,2609.1,5.759602649006622,329.0,288,288,453,9.059375,0.6357615894039735,2
12660489,6074.1,337.45000000000005,5970.0,13,13,18,467.2384615384616,0.7222222222222222,3
12673872,0.4,0.0307692307692307,0.4,12,12,13,0.0333333333333333,0.9230769230769232,1
12760368,1180.9,16.176712328767124,471.0,47,47,73,25.125531914893617,0.6438356164383562,0
12774878,320.2,13.341666666666669,302.0,21,21,24,15.247619047619049,0.875,1
12858799,0.5,0.1,0.5,4,4,5,0.125,0.8,1
12860805,1499.6,48.37419354838709,539.0,17,17,31,88.21176470588235,0.5483870967741935,0
12897088,0.4,0.08,0.4,4,4,5,0.1,0.8,1
12985315,240.1,13.338888888888889,226.0,9,9,18,26.677777777777777,0.5,0
13190476,3049.8,11.379850746268655,629.0,159,159,268,19.181132075471695,0.5932835820895522,2
13227098,0.6,0.06,0.6,9,9,10,0.0666666666666666,0.9,1
13227113,20.5,4.1,17.9,3,3,5,6.833333333333333,0.6,0
13336286,18.7,3.1166666666666667,11.6,4,4,6,4.675,0.6666666666666666,0
13542867,1.5,0.375,1.5,3,3,4,0.5,0.75,1
13556140,209.0,9.5,95.0,18,18,22,11.61111111111111,0.8181818181818182,1
13565651,1428.0,5.010526315789473,207.0,183,183,285,7.80327868852459,0.6421052631578947,2
13614852,1.1,0.22,1.1,4,4,5,0.275,0.8,1
13646256,39.6,1.98,12.4,12,12,20,3.3000000000000003,0.6,0
13669241,0.0,0.0,0.0,4,4,4,0.0,1.0,1
13802025,13.8,1.38,13.3,8,8,10,1.725,0.8,1
13863290,476.2,79.36666666666666,473.0,4,4,6,119.05,0.6666666666666666,0
13873032,197.0,39.4,197.0,4,4,5,49.25,0.8,1
14095190,0.0,0.0,0.0,3,3,3,0.0,1.0,1
14098833,20.0,2.2222222222222223,14.7,7,7,9,2.857142857142857,0.7777777777777778,1
14126086,3202.7,20.142767295597483,723.0,124,124,159,25.828225806451613,0.779874213836478,2
14153959,36.7,3.3363636363636364,16.1,6,6,11,6.116666666666667,0.5454545454545454,0
14165501,9.3,0.8454545454545456,7.7,9,9,11,1.0333333333333334,0.8181818181818182,1
14216099,1678.2,83.91,1450.0,15,15,20,111.88,0.75,1
14256995,0.0,0.0,0.0,10,10,10,0.0,1.0,1
14258248,30.700000000000003,2.790909090909091,16.0,8,8,11,3.8375,0.7272727272727273,1
14416572,0.0,0.0,0.0,3,3,3,0.0,1.0,1
14417857,1543.1,30.256862745098037,1157.0,30,30,51,51.43666666666666,0.5882352941176471,0
14421986,0.0,0.0,0.0,8,8,8,0.0,1.0,1
14433556,0.0,0.0,0.0,4,4,4,0.0,1.0,1
14465359,4405.5,10.317330210772834,902.0,301,301,427,14.636212624584717,0.7049180327868853,2
14477878,0.6,0.0666666666666666,0.6,8,8,9,0.075,0.8888888888888888,1
14507290,568.5,33.44117647058823,310.0,11,11,17,51.68181818181818,0.6470588235294118,0
14544587,8137.1,51.17672955974843,1616.0,102,102,159,79.77549019607844,0.6415094339622641,2
14551726,26.4,1.552941176470588,16.7,11,11,17,2.4,0.6470588235294118,0
14671378,729.0,15.51063829787234,348.0,27,27,47,27.0,0.574468085106383,0
14702137,270.2,14.221052631578948,240.0,16,16,19,16.8875,0.8421052631578947,1
14706578,0.0,0.0,0.0,7,7,7,0.0,1.0,1
14711056,4.6,0.92,4.6,4,4,5,1.15,0.8,1
14717252,10.4,1.3,7.9,5,5,8,2.08,0.625,0
14758912,85.0,21.25,85.0,3,3,4,28.333333333333332,0.75,1
14906179,875.6,23.664864864864864,714.0,19,19,37,46.08421052631579,0.5135135135135135,0
14962163,1547.9,11.816030534351146,389.0,91,91,131,17.00989010989011,0.6946564885496184,0
15084368,0.0,0.0,0.0,3,3,3,0.0,1.0,1
15095770,2.2,0.1,0.6,17,17,22,0.1294117647058823,0.7727272727272727,1
15196746,1916.2,11.474251497005987,178.0,94,94,167,20.385106382978723,0.562874251497006,0
15221799,2292.4,34.733333333333334,1857.0,42,42,66,54.58095238095238,0.6363636363636364,0
15305418,788.1,9.382142857142858,229.0,55,55,84,14.32909090909091,0.6547619047619048,0
15382030,18.8,3.76,18.8,4,4,5,4.7,0.8,1
15415372,5331.7,130.04146341463414,1400.0,23,23,41,231.81304347826085,0.5609756097560976,3
15432026,0.0,0.0,0.0,4,4,4,0.0,1.0,1
15474494,0.1,0.0142857142857142,0.1,6,6,7,0.0166666666666666,0.8571428571428571,1
15495423,0.4,0.2,0.4,1,1,2,0.4,0.5,0
15503746,0.0,0.0,0.0,7,7,7,0.0,1.0,1
15546726,0.3,0.15,0.3,1,1,2,0.3,0.5,0
15564408,18.0,1.8,10.9,7,7,10,2.5714285714285716,0.7,0
15576531,77.0,7.0,77.0,10,10,11,7.7,0.9090909090909092,1
15680561,13.0,1.3,11.2,7,7,10,1.8571428571428572,0.7,0
15701750,50.5,2.6578947368421053,46.0,13,13,19,3.8846153846153846,0.6842105263157895,0
15702351,19.3,1.20625,9.8,12,12,16,1.6083333333333334,0.75,1
15824958,0.0,0.0,0.0,3,3,3,0.0,1.0,1
15841586,0.0,0.0,0.0,4,4,4,0.0,1.0,1
15841597,780.1,24.378125,592.0,20,20,32,39.005,0.625,0
15878832,1.8,0.18,1.8,9,9,10,0.2,0.9,1
15902605,0.0,0.0,0.0,4,4,4,0.0,1.0,1
15927737,29.0,5.8,29.0,4,4,5,7.25,0.8,1
15951451,1.9,0.475,1.9,3,3,4,0.6333333333333333,0.75,1
16080105,2591.4,143.96666666666667,2571.0,15,15,18,172.76000000000002,0.8333333333333334,3
16081636,477.4,9.00754716981132,121.0,28,28,53,17.05,0.5283018867924528,0
16084897,2215.3,11.598429319371728,676.0,144,144,191,15.38402777777778,0.7539267015706806,2
16154372,747.4,4.821935483870967,409.0,119,119,155,6.280672268907563,0.7677419354838709,2
16167221,1017.0,17.842105263157894,722.0,32,32,57,31.78125,0.5614035087719298,0
16231773,1811.9,86.28095238095239,802.0,13,13,21,139.37692307692308,0.6190476190476191,0
16261218,0.0,0.0,0.0,4,4,4,0.0,1.0,1
16285568,0.0,0.0,0.0,4,4,4,0.0,1.0,1
16421440,1.0,0.25,1.0,3,3,4,0.3333333333333333,0.75,1
16574348,25.6,1.9692307692307691,11.9,7,7,13,3.6571428571428575,0.5384615384615384,0
16645459,527.5,1.7642140468227423,64.0,244,244,299,2.1618852459016393,0.8160535117056856,2
16710264,55.5,5.045454545454546,26.0,6,6,11,9.25,0.5454545454545454,0
16717658,0.0,0.0,0.0,3,3,3,0.0,1.0,1
16720641,74.0,9.25,74.0,7,7,8,10.571428571428571,0.875,1
16821928,0.0,0.0,0.0,5,5,5,0.0,1.0,1
16919977,0.3,0.06,0.3,4,4,5,0.075,0.8,1
16990576,0.2,0.04,0.2,4,4,5,0.05,0.8,1
17017968,7108.5,215.4090909090909,3503.0,18,18,33,394.9166666666667,0.5454545454545454,3
17135392,0.0,0.0,0.0,4,4,4,0.0,1.0,1
17284266,33.1,1.7421052631578948,19.0,16,16,19,2.06875,0.8421052631578947,1
17299575,16.1,1.788888888888889,16.1,8,8,9,2.0125,0.8888888888888888,1
17352311,1.5,0.15,1.4,8,8,10,0.1875,0.8,1
17414305,832.8,18.10434782608695,259.0,30,30,46,27.76,0.6521739130434783,0
17432212,0.6,0.0666666666666666,0.6,8,8,9,0.075,0.8888888888888888,1
17495098,1396.3,14.104040404040404,323.0,64,64,99,21.8171875,0.6464646464646465,0
17497581,829.1,15.353703703703705,304.0,34,34,54,24.38529411764706,0.6296296296296297,0
17530772,2845.6,5.546978557504873,192.0,304,304,513,9.360526315789471,0.5925925925925926,2
17531316,0.0,0.0,0.0,6,6,6,0.0,1.0,1
17556127,0.4,0.1,0.4,3,3,4,0.1333333333333333,0.75,1
17567828,3200.9,13.67905982905983,680.0,144,144,234,22.228472222222223,0.6153846153846154,2
17649444,4001.9,57.17,908.0,47,47,70,85.1468085106383,0.6714285714285714,0
17821133,5.5,1.1,5.5,4,4,5,1.375,0.8,1
17878330,0.2,0.0222222222222222,0.2,8,8,9,0.025,0.8888888888888888,1
